button,category,movie_name,card_title,price,sold_date
Sold Archive,artwork,"DUNE (UNPRODUCED, CIRCA 1970S)",Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 111 - Circa 1980s Bound Copy of Storyboard and Design Bible for Alejandro Jodorowsky's Unproduced Dune,"$50,000","Sold on 24 May, 2022"
Add to cart,artwork,"CHRONICLES OF NARNIA, THE: THE LION, THE WITCH AND THE WARDROBE (2005)",Hand-Drawn Storyboard Set - Pevensie Children Play with Suit of Armor,$445,
Add to cart,artwork,STAR WARS: RETURN OF THE JEDI (1983),Hand-Drawn Endor Thumbnails for Portfolio Illustrations by Ralph McQuarrie,"$4,495",
Sold Archive,artwork,BATTLESTAR GALACTICA (1978),Original Ralph McQuarrie Preliminary Painting,"£25,455","Sold on 3 Jan, 2014"
Sold Archive,artwork,BACK TO THE FUTURE (1985),Original Drew Struzan Hand-Drawn Poster Comp,,
Add to cart,artwork,SPECIES (1995),Sil Concept Artwork Display,£595,
Add to cart,artwork,ALIENS (1986),Colony Layout for Operations Room on Screen Map Original Hand Drawn Production Design Artwork,£895,
Add to cart,artwork,"LAST STARFIGHTER, THE (1984)",Hand-Drawn Ron Cobb Storyboard - Star Fighter Hit,$495,
Add to cart,artwork,STAR WARS: ATTACK OF THE CLONES (2002),Original Hand-Drawn Production Storyboard - Double Whammy,£595,
Add to cart,artwork,"CHRONICLES OF NARNIA, THE: THE VOYAGE OF THE DAWN TREADER (2010)",Hand-Drawn Storyboard Set - 40 pages,$495,
Add to cart,artwork,TROY (2004),Hand-drawn Mariano Diaz Ajax (Tyler Mane) Costume Concept No.41,£395,
Add to cart,artwork,STAR TREK IV: THE VOYAGE HOME (1986),Hand-Drawn Nilo Rodis-Jamero Storyboards - Enterprise Taking Off,$645,
Add to cart,artwork,"STAR WARS, THE",Original 1975 Ivor Beddoes-illustrated Printed Storyboard - Han Disguised,£495,
Add to cart,artwork,STAR WARS: A NEW HOPE (1977),Original 1975 Ivor Beddoes-illustrated Printed Storyboard - Stormtroopers File In,£495,
Add to cart,artwork,CONAN THE BARBARIAN (1982),Ron Cobb Hand-Drawn Cult of Set Emblem Design 2,£395,
Add to cart,artwork,TROY (2004),Mariano Diaz Hand-drawn Triopas (Julien Glover) Armour Back View No. 57,£245,
Add to cart,artwork,TROY (2004),Mariano Diaz Hand-drawn Achilles (Brad Pitt) Alternate Back View Armour Design No. 26,£795,
Add to cart,artwork,"SIMPSONS, THE (1989)",Hand-Drawn and Printed Pages - Edna and Seymour Skinner,$425,
Add to cart,artwork,X-MEN (2000),Collection of Hand-Drawn Storyboards,$325,
Add to cart,artwork,CLOSE ENCOUNTERS OF THE THIRD KIND (1977),Pair of Hand-Painted Visual Effects Concept Illustrations,"$2,875",
Add to cart,artwork,HOUSE ON HAUNTED HILL (1999),Hand-Drawn Jack Johnson Concept Art on Tracing Paper,$795,
Add to cart,artwork,DIE HARD 2 (1990),Pair of Hand-Drawn Airplane Runway Take-Off Sketches,$395,
Add to cart,artwork,STAR TREK III: THE SEARCH FOR SPOCK (1984),Hand-Drawn Storyboard - Merchantman in Organian Space,$445,
Add to cart,artwork,VARIOUS PRODUCTIONS,Japanese and Spanish Galley Proof Copies of The Art of Tim Burton,£395,
Add to cart,artwork,"LAST STARFIGHTER, THE (1984)",Hand-Drawn Ron Cobb Storyboard - Wave of Fighters Tear Through Barrier,$495,
Add to cart,artwork,"LAST STARFIGHTER, THE (1984)",Hand-Drawn Ron Cobb Storyboard - Ultra Scan Link Broken,$295,
Add to cart,artwork,"STAR WARS, THE",Original 1975 Ivor Beddoes-illustrated Printed Storyboard - Stormtroopers in Hangar,£495,
Add to cart,artwork,STAR WARS: RETURN OF THE JEDI (1983),Howard Kazanjian-Signed Production Storyboard - Luke Leans Bike to Avoid Oncoming Tree (67-73),$495,
Add to cart,artwork,"LOST BOYS, THE (1987)",Hand-Drawn Storyboards of 'Breathing Floor',$525,
Add to cart,artwork,RON COBB ARTWORK (NON-MOVIE RELATED),Hand-Painted Ron Cobb Snow Battle Illustration,"$1,975",
Add to cart,artwork,TROY (2004),Hand-drawn Mariano Diaz Achilles (Brad Pitt) Armour Design Alternate Version No.6,£595,
Sold Archive,artwork,STAR WARS: A NEW HOPE (1977),Entertainment Memorabilia Live Auction: London 2023 Lot #382 - William Plumb Collection: Hand-drawn Drew Struzan 10th Anniversary Comprehensive Sketch,"£15,000","Sold on 12 Oct, 2023"
Add to cart,artwork,TROY (2004),Mariano Diaz Hand-drawn Odysseus (Sean Bean) In Disguise as a Shepherd No. 18,£495,
Add to cart,artwork,ROBOCOP 3 (1993),Hand-Drawn Alternate Robocop Jetpack Concepts By Craig Hayes,"$1,965",
Add to cart,artwork,STAR WARS: A NEW HOPE (1977),John Dykstra-Signed Production Storyboard - Side-View Close-Up of Gold Leader (248 P),$595,
Add to cart,artwork,ELF (2003),Production-Used Storyboard - Santa's Sleigh Crosses Frame,£295,
Add to cart,artwork,"GOLDEN CHILD, THE (1986)",Hand-Illustrated and Printed Matte Painting Concept Artworks,$795,
Add to cart,artwork,CONTINENTAL DIVIDE (1981),Proposed Poster Print,$445,
Add to cart,artwork,STAR WARS: THE EMPIRE STRIKES BACK (1980),Phil Tippett-Signed Production Storyboard - Luke's POV of Giant Foot Coming Closer (M115),$595,
Add to cart,artwork,SUPERMAN (1978),Superman Metropolis Storyboards Hand-Drawn Flying Rig Designs,£795,
Add to cart,artwork,STAR TREK: THE ORIGINAL SERIES (1966-1969),"Hand-Drawn Art Pages - Daily Strips, November 1983",$495,
Add to cart,artwork,STAR TREK III: THE SEARCH FOR SPOCK (1984),Hand-Drawn Storyboard - Bird of Prey in Orbit,$445,
Add to cart,artwork,FRIDAY THE 13TH (2009),Hand-drawn Doug Brode Storyboard – Donnie Alternative Death Scene,£695,
Add to cart,artwork,STAR WARS: RETURN OF THE JEDI (1983),Y-Wing Pilot Video Animatics Character Hand-Drawn by Nilo Rodis-Jamero,"$2,995",
Sold Archive,artwork,STAR WARS: THE MOS EISLEY CANTINA POP-UP BOOK (1995),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Hand-Painted Ralph McQuarrie Mos Eisley Cantina Illustration,"$46,875","Sold on 21 Jun, 2021"
Add to cart,artwork,"MUPPET CHRISTMAS CAROL, THE (1992)",Morgan Weistling Pencil Poster-concept Drawing,"£2,495",
Add to cart,artwork,STAR TREK IV: THE VOYAGE HOME (1986),Hand-Drawn Nilo Rodis-Jamero Stoyboards - Probe Approaching,"$1,245",
Add to cart,artwork,SUPERMAN (1978),"""Superman Spinning Through Pavement Rig"" Original Design Sketches and Production-made Copies",£495,
Add to cart,artwork,X-MEN (2000),Set of Hand-drawn Pencil Storyboards of Wolverine Confronting Mystique,£595,
Add to cart,artwork,STAR WARS: THE EMPIRE STRIKES BACK (1980),Joe Johnston Cloud City Alien Concepts,£245,
Add to cart,artwork,FIREFOX (1982),Chase Sequence Storyboard Set,£495,
Add to cart,artwork,HOUSE ON HAUNTED HILL (1999),Set of Hand-Drawn and Printed Jack Johnson Concept Artworks,"$1,475",
Add to cart,artwork,TRON (1982),Pre-Production Kodalith Cel - 003,£245,
Add to cart,artwork,STAR WARS: RETURN OF THE JEDI (1983),Framed Original Pencil Rotoscope Artwork – Luke Skywalker (Mark Hamill) at the Pit of Carkoon,£695,
Add to cart,artwork,JUMANJI (1995),Hand-Painted Concept Art Board,"$1,095",
Add to cart,artwork,TEENAGE MUTANT NINJA TURTLES (2014),Hand-Drawn Kevin Eastman Storyboards,"$3,925",
Add to cart,artwork,TRON (1982),Pre-Production Kodalith Cel - 001,£245,
Add to cart,artwork,ESCAPE FROM THE PLANET OF THE APES (1971),Hand-Drawn Comic Panel - Page 54,$595,
Add to cart,artwork,STAR WARS: A NEW HOPE (1977),John Dysktra Signed Early Production Storyboard - Close-Up of Luke with Background Surface Blur (Board 102),$695,
Add to cart,artwork,"LAST STARFIGHTER, THE (1984)",Hand-Drawn Ron Cobb Storyboard - Star Fighter Leaking Gas Vapor,$395,
Add to cart,artwork,STAR WARS: RETURN OF THE JEDI (1983),Production Used Copies of Jabba’s Palace Cage Production Sketches,$345,
Add to cart,artwork,"LAST STARFIGHTER, THE (1984)",Hand-Drawn Ron Cobb Storyboard - Rylan Lights A Meteor,$495,
Add to cart,artwork,"WITCHES OF EASTWICK, THE (1987)",Hand-Illustrated and Printed Lenox Mansion Matte Painting Concept Collage,$495,
Add to cart,artwork,COCOON: THE RETURN (1988),Concept Art - Zodiac Beam Sequence,$495,
Add to cart,artwork,JAMES BOND: GOLDENEYE (1995),Hand-drawn MIG Mock-up Technical Drawings,£995,
Add to cart,artwork,TROY (2004),Original Production Storyboard - Hector Leads His Men Home,£245,
Add to cart,artwork,FRIDAY THE 13TH (2009),Hand-drawn Doug Brode Storyboard – Whitney and Clay String up Jason,£695,
Add to cart,artwork,MAD MAX 2: THE ROAD WARRIOR (1981),Hand-Painted Poster Artwork,"$2,995",
Add to cart,artwork,CONAN THE BARBARIAN (1982),Hand-Drawn Ron Cobb Temple of Set Concept Sketches,"$1,045",
Add to cart,artwork,STAR WARS: ATTACK OF THE CLONES (2002),Original Hand-Drawn Production Storyboard - Jedi to the Rescue,£595,
Add to cart,artwork,TROY (2004),Hand-drawn Mariano Diaz Achilles (Brad Pitt) Alternate Armour Design No.27,£745,
Add to cart,artwork,ALIENS (1986),Narcissus Internal Detail 'Overhead Consoles' Original Hand Drawn Production Design Artwork,£895,
Add to cart,artwork,OUT OF AFRICA (1985),"Collection of Production Design Artwork, Maquettes, and Paperwork",$995,
Add to cart,artwork,"MUMMY: TOMB OF THE DRAGON EMPEROR, THE (2008)",Production Art and Design Portfolio,$595,
Add to cart,artwork,STAR WARS: RETURN OF THE JEDI (1983),Howard Kazanjian-Signed Production Storyboard - Biker #1 Speeds Around Corner and Log (67-43),$495,
Add to cart,artwork,TROY (2004),Hand-drawn Mariano Diaz Triopas' (Julian Glover) Armour Sketch No.15,£345,
