button,category,movie_name,card_title,price,sold_date
Sold Archive,props,GREMLINS 2: THE NEW BATCH (1990),Entertainment Memorabilia Live Auction: London 2023 Lot #171 - Gizmo Animatronic Puppet,"£75,000","Sold on 13 Oct, 2023"
Add to cart,props,LAW & ORDER: CRIMINAL INTENT (2001),Captain Daniel Ross (Eric Bogosian) ID Photo Badge,£345,
Sold Archive,props,STAR WARS: THE RISE OF SKYWALKER (2019),Entertainment Memorabilia Live Auction - London - 2020 Remote-Controlled Light-Up R5 Droid,"£40,625","Sold on 30 Nov, 2020"
Sold Archive,props,HIGHLANDER (1986),Entertainment Memorabilia Live Auction 2016 Ramirez's (Sean Connery) Katana,"£33,000","Sold on 20 Sep, 2016"
Add to cart,props,LOST IN SPACE (1998),Control Room Chair,£395,
Add to cart,props,CHARLIE AND THE CHOCOLATE FACTORY (2005),Wilbur Wonka (Christopher Lee) Framed Newspaper Cutting – Whereabouts of famous chocolatier still remains a mystery,£395,
Add to cart,props,"LEGEND OF ZORRO, THE (2005)",Ferroq's (Raul Mendez) Urethane Knife and Stunt Spiked Balls with Chains,$495,
Add to cart,props,JAMES BOND: QUANTUM OF SOLACE (2008),Palio de Siena Banner,$495,
Add to cart,props,SNOW WHITE AND THE HUNTSMAN (2012),Set Dressing Dark Army Head,£395,
Sold Archive,props,MOON (2009),Entertainment Memorabilia Live Auction - London - 2020 Lunar Return Craft Model Miniature,"£18,125","Sold on 27 Nov, 2020"
Sold Archive,props,POLTERGEIST (1982),Entertainment Memorabilia Live Auction: London 2023 Lot #297 - Clown Doll Replica from Original Dollmaker,"£25,000","Sold on 25 Oct, 2023"
Add to cart,props,SHRUNKEN HEADS (1994),Shrunken Head,$395,
Sold Archive,props,"BIG LEBOWSKI, THE (1998)",Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #56 - Jackie Treehorn's (Ben Gazzara) Screen-Matched Pornographic Drawing,"$40,625","Sold on 30 May, 2023"
Add to cart,props,GORILLAS IN THE MIST (1988),Rwandan Native's Machete,£295,
Add to cart,props,"CHRONICLES OF RIDDICK, THE (2004)",Necromonger Stunt Pistol,£795,
Sold Archive,props,STAR WARS: A NEW HOPE (1977),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 386 - Screen-Matched ILM Red Leader X-wing Model Miniature,"$2,375,000","Sold on 24 May, 2022"
Sold Archive,props,FREDDY VS. JASON (2003),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 129 - Freddy Kruger's (Robert Englund) Protruding Glove and Sweater SFX Rig,"$59,375","Sold on 24 May, 2022"
Add to cart,props,FARSCAPE (1999-2003),Grenade,£895,
Add to cart,props,PIRANHA 3D (2010),Matt Boyd's (Richard Dreyfuss) Blue Fishing Pole,$995,
Sold Archive,props,DRAGONSLAYER (1981),Entertainment Memorabilia Live Auction: London 2023 Lot #116 - Photo-matched Stop-motion Vermithrax Pejorative Flying Dragon Miniature Puppet,"£40,625","Sold on 3 Nov, 2023"
Add to cart,props,"LEGEND OF ZORRO, THE (2005)",Congressional Act Document,$595,
Add to cart,props,LETTERS FROM IWO JIMA (2006),Stunt Beating Stick,$395,
Sold Archive,props,EVIL DEAD II (1987),Entertainment Memorabilia Live Auction: London 2023 Lot #126 - Ash's (Bruce Campbell) Chainsaw Blade from Alternate Opening,"£12,500","Sold on 16 Oct, 2023"
Sold Archive,props,"HUNGER GAMES, THE: MOCKINGJAY - PART 2 (2015)",Entertainment Memorabilia Live Auction - London - 2020 Katniss Everdeen's (Jennifer Lawrence) Hero Bow,"£8,800","Sold on 26 Nov, 2020"
Sold Archive,props,"I, ROBOT (2004)",NS5 Battle Damaged Robot,"$9,995","Sold on 17 Apr, 2018"
Sold Archive,props,TERMINATOR 2: JUDGMENT DAY (1991),Entertainment Memorabilia Live Auction - Los Angeles - 2021 The Terminator's (Arnold Schwarzenegger) Leather Jacket Costume with SFX Head,"$34,375","Sold on 22 Jun, 2021"
Add to cart,props,CHARLIE AND THE CHOCOLATE FACTORY (2005),Newspaper Clipping Collection,£295,
Sold Archive,props,LÉON: THE PROFESSIONAL (1994),Entertainment Memorabilia Live Auction - London - 2022 Lot # 245 - Leon's (Jean Reno) Screen-matched Compensated Two-Tone Beretta 92FS,"£34,375","Sold on 4 Oct, 2022"
Sold Archive,props,SHORT CIRCUIT 2 (1988),Entertainment Memorabilia Live Auction 2018 Miniature Johnny 5 Robot Model,"£18,450","Sold on 31 Aug, 2018"
Sold Archive,props,ALIENS (1986),1:1 Scale (Full Size) Promotional Alien Queen Head & Arms,"£9,995","Sold on 20 May, 2014"
Sold Archive,props,BATMAN RETURNS (1992),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Batman's (Michael Keaton) Batsuit Components,"$16,250","Sold on 1 Jun, 2021"
Add to cart,props,"355, THE (2022)",Mace's (Jessica Chastain) Stunt Beretta,£395,
Sold Archive,props,DEXTER (2006-2013),Entertainment Memorabilia Live Auction - London - 2022 Lot # 110 - Dexter Morgan's (Michael C. Hall) ID Card,"£12,500","Sold on 2 Nov, 2022"
Sold Archive,props,DREDD (2012),Anderson Airsoft Lawgiver - D104,,
Add to cart,props,WAYNE'S WORLD (1992),Benjamin Oliver's (Rob Lowe) Chairback,$595,
Sold Archive,props,BUFFY THE VAMPIRE SLAYER (1997-2003),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 82 - Buffy's (Sarah Michelle Gellar) Crossbow,"$13,750","Sold on 24 May, 2022"
Add to cart,props,ALI (2001),Don King's (Mykelti Williamson) Accessories,$645,
Add to cart,props,ULTRAVIOLET (2006),Set of Three Futuristic License Plates,$495,
Add to cart,props,BETTER CALL SAUL (2015-2022),Mike Ehrmantraut (as played by Jonathan Banks) Crossword Newspaper and Envelope for Saul Goodman,$695,
Add to cart,props,CAST AWAY (2000),Chuck Noland's (Tom Hanks) Ice Skates,"$4,995",
Add to cart,props,DESPERATE HOUSEWIVES (2004),Katherine Mayfair's (Dana Delany) Licence Plate,£295,
Add to cart,props,TABOO (2017),Cholera Notice,£495,
Add to cart,props,CAMELOT (2011),Sword of The Gods,£995,
Sold Archive,props,GLADIATOR (2000),Entertainment Memorabilia Live Auction 2015 Commodus' (Joaquin Phoenix) Arena Costume,"£18,000","Sold on 17 Sep, 2015"
Sold Archive,props,MICHAEL JACKSON: MOONWALKER (1988),Rick Baker: Monster Maker Live Auction Lot #68 - Michael Jackson Body Lifecast and Molds,"$13,200","Sold on 28 May, 2015"
Sold Archive,props,BACK TO THE FUTURE PART II (1989),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 45 - Doc Brown's (Christopher Lloyd) Binoculars,"$15,000","Sold on 24 May, 2022"
Sold Archive,props,MARVEL'S DAREDEVIL (2015-2018),"MARVEL TELEVISION LIVE AUCTION - Marvel's Daredevil, Marvel's Luke Cage, Marvel's Iron Fist Matt Murdock's Separated Daredevil Billy Clubs","$13,125","Sold on 12 Aug, 2019"
Add to cart,props,STAR WARS: RETURN OF THE JEDI (1983),Stuart Freeborn Collection: Ewok Prosthetic Components,£495,
Add to cart,props,STARSHIP TROOPERS (1997),Full-size Arachnid Warrior Jaw,"$2,225",
Sold Archive,props,SAVING PRIVATE RYAN (1998),Entertainment Memorabilia Live Auction: London 2023 Lot #321 - Captain Miller's (Tom Hanks) Lightweight Helmet,"£10,625","Sold on 25 Oct, 2023"
Add to cart,props,ROCKETMAN (2019),'I'm Still Standing' Lyrics and Envelope,£795,
Sold Archive,props,STAR WARS: RETURN OF THE JEDI (1983),Entertainment Memorabilia Live Auction 2018 C-3PO (Anthony Daniels) Hands,"£30,750","Sold on 31 Aug, 2018"
Sold Archive,props,JAMES BOND: TOMORROW NEVER DIES (1997),Entertainment Memorabilia Live Auction 2017 James Bond's (Pierce Brosnan) Gadget Phone,"£14,640","Sold on 8 Aug, 2017"
Sold Archive,props,BUFFY THE VAMPIRE SLAYER (1997-2003),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Buffy's (Sarah Michelle Gellar) Fight with Dracula (Rudolf Martin) Stake,"$28,125","Sold on 30 Jun, 2021"
Sold Archive,props,SCARFACE (1983),Entertainment Memorabilia Live Auction 2014 Tony Montana’s (Al Pacino) Green Card,"£10,200","Sold on 6 Oct, 2014"
Add to cart,props,CLEOPATRA (1963),Oval Roman Shield with Spoke Pattern,£995,
Sold Archive,props,"NIGHTMARE BEFORE CHRISTMAS, THE (1993)",Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #305 - Screen-Matched Oogie Boogie SFX Dice & Snake,"$43,750","Sold on 30 May, 2023"
Add to cart,props,FURY (2014),Three Road Model Miniatures,$695,
Add to cart,props,ESCAPE PLAN (2013),Drake's (Vinnie Jones) SFX CQD Knife,$395,
Sold Archive,props,IT CHAPTER TWO (2019),Entertainment Memorabilia Live Auction - London - 2022 Lot # 1031 - Ritual of Chud Token Set,"£18,750","Sold on 28 Oct, 2022"
Sold Archive,props,GLADIATOR (2000),Entertainment Memorabilia Live Auction: London 2023 Lot #160 - Skeletorius Gladiator Helmet,"£11,250","Sold on 31 Oct, 2023"
Add to cart,props,"HITCHHIKER'S GUIDE TO THE GALAXY, THE (2005)",Hyper-Intelligent Pan-Dimensional Being Head Piece,$395,
Add to cart,props,MUPPETS MOST WANTED (2014),The Irish Times 'Europe's Most Wanted Frog' Newspaper,"£1,995",
Sold Archive,props,NIGHT AT THE MUSEUM: BATTLE OF THE SMITHSONIAN (2009),Entertainment Memorabilia Live Auction: London 2023 Lot #271 - Tablet of Ahkmenrah (Rami Malek),"£20,000","Sold on 24 Oct, 2023"
Add to cart,props,"PIRATES! IN AN ADVENTURE WITH SCIENTISTS! THE, (2012)",QV1 Kitchen Rare Animal Ingredient Tins - 329,£295,
Add to cart,props,"I, FRANKENSTEIN (2014)",Helek (Steve Mouzakis) Demon Face Appliances,£395,
Add to cart,props,BETTER CALL SAUL (2015-2022),Gus Fring (as played by Giancarlo Esposito) Wine Glass,$695,
Add to cart,props,PRISON BREAK (2005),Sammy's (Laurence Mason) Rubber Stunt Shank,$495,
Sold Archive,props,ALIEN RESURRECTION (1997),Entertainment Memorabilia Live Auction - Los Angeles - 2020 Xenomorph Alien Display with Tail,"$25,000","Sold on 3 May, 2023"
Sold Archive,props,STAR TREK: DISCOVERY (2017-2022),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 356 - Michael Burnham's Hero Commander-Rank Starfleet Command Badge,"$21,500","Sold on 24 May, 2022"
Sold Archive,props,JUMANJI (1995),Entertainment Memorabilia Live Auction - London - 2022 Lot # 236 - Two-Piece Jumanji Faceplate,"£13,750","Sold on 25 Oct, 2022"
Sold Archive,props,ELF (2003),Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #125 - Santa's (Ed Asner) Light-Up Scaled Sleigh Dashboard with Spirit Clausometer,"$23,750","Sold on 30 May, 2023"
Add to cart,props,WAR FOR THE PLANET OF THE APES (2017),Ape Club,$895,
Sold Archive,props,STAR WARS: A NEW HOPE (1977),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Obi-Wan Kenobi (Alec Guinness) Lightsaber Replica Made from Accurate Real-World Components,"$13,750","Sold on 1 Jun, 2021"
Add to cart,props,AVENUE Q,Kate Monster Date Night Puppet,"£1,295",
Sold Archive,props,STAR WARS: A NEW HOPE (1977),Entertainment Memorabilia Live Auction: London 2023 Lot #347 - Anthony Daniels Collection: Screen-matched Light-up C-3PO (Anthony Daniels) Head,"£687,500","Sold on 15 Feb, 2023"
Add to cart,props,PREDATORS (2010),Resin Prototype Shoulder Cannon,$595,
Add to cart,props,MONEY TRAIN (1995),John (Wesley Snipes) and Charlie Robinson's (Woody Harrelson) NYTP Badges,"$1,495",
Add to cart,props,WAR FOR THE PLANET OF THE APES (2017),Ape Arrow - Curved Tip,$445,
Sold Archive,props,WILLY WONKA AND THE CHOCOLATE FACTORY (1971),Entertainment Memorabilia Live Auction 2014 Wonka’s (Gene Wilder) Golden Ticket,"£18,000","Sold on 7 Oct, 2014"
Sold Archive,props,"BIG LEBOWSKI, THE (1998)",Entertainment Memorabilia Live Auction: London 2023 Lot #67 - The Dude's (Jeff Bridges) Sunglasses,"£10,000","Sold on 30 Oct, 2023"
Sold Archive,props,WILLY WONKA AND THE CHOCOLATE FACTORY (1971),Entertainment Memorabilia Live Auction 2018 Wonka bar,"£9,840","Sold on 31 Aug, 2018"
Sold Archive,props,I DREAM OF JEANNIE (1965-1970),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Jeannie's (As Played by Barbara Eden) Bottle,"$75,000","Sold on 14 Jun, 2021"
Add to cart,props,SONS OF ANARCHY (2008-2014),Jax' (Charlie Hunnam) Criminal Identification Report,£335,
Add to cart,props,AVP: ALIEN VS. PREDATOR (2004),Xenomorph Queen Arm Component,$595,
Sold Archive,props,STAR WARS: PREQUEL TRILOGY (1999-2005),Entertainment Memorabilia Live Auction - London - 2020 Full-size Production-made R2 Unit,"£31,250","Sold on 9 Nov, 2020"
Sold Archive,props,CAPTAIN AMERICA: THE FIRST AVENGER (2011),Entertainment Memorabilia Live Auction: London 2023 Lot #251 - Captain America's (Chris Evans) Hero Shield,"£100,000","Sold on 5 Jan, 2023"
Add to cart,props,HERCULES (2014),Hercules' (Dwayne Johnson) Stunt Club,$795,
Sold Archive,props,HARRY POTTER AND THE PHILOSOPHER'S STONE (2001),Entertainment Memorabilia Live Auction - London - 2022 Lot # 178 - Harry Potter's (Daniel Radcliffe) Hero Hogwarts Acceptance Letter,"£21,250","Sold on 4 Oct, 2022"
Sold Archive,props,HAWK THE SLAYER (1981),Entertainment Memorabilia Live Auction - London - 2021 Hawk's (John Terry) Hero Mindsword,"£22,500","Sold on 18 Oct, 2021"
Sold Archive,props,STAR TREK: THE ORIGINAL SERIES (1966-1969),Entertainment Memorabilia Live Auction 2018 USS Enterprise Bridge Translite,"£22,140","Sold on 31 Aug, 2018"
Add to cart,props,SUPER 8 (2011),Dr. Jekyll Model Kit,$645,
Add to cart,props,"CHRONICLES OF NARNIA, THE: THE LION, THE WITCH AND THE WARDROBE (2005)",Maugrim Wolf Puppet,"$1,895",
Sold Archive,props,BETTER CALL SAUL (2015-2022),Better Call Saul Lot # 136: Hector Salamanca (as played by Mark Margolis) Wheelchair,"$16,250","Sold on 18 Aug, 2022"
Sold Archive,props,STAR WARS: A NEW HOPE (1977),Entertainment Memorabilia Live Auction 2014 Death Star Gun Tower,"£12,600","Sold on 17 Sep, 2014"
Add to cart,props,CHARLIE'S ANGELS: FULL THROTTLE (2003),Thin Man's (Crispin Glover) SFX Helmet and Seamus O'Grady's (Justin Theroux) SFX Sword,$795,
Add to cart,props,ALI G INDAHOUSE (2002),'Real Hero' Guardian Newspaper,£395,
Sold Archive,props,STAR WARS: THE EMPIRE STRIKES BACK (1980)/STAR WARS: STAR TOURS (1987-2020),Entertainment Memorabilia Live Auction - London - 2022 Lot # 390 - R2-D2's Foot,"£31,250","Sold on 25 Oct, 2022"
Sold Archive,props,TRON: LEGACY (2010),Entertainment Memorabilia Live Auction - London - 2021 Black Guard Costume Display Assembled From Production-made Components,"£12,500","Sold on 22 Oct, 2021"
Add to cart,props,"GOLDEN COMPASS, THE (2007)","Tony Costa's (Steve Loton) Hero Bow, Arrows and Quiver",£495,
Sold Archive,props,GREMLINS 2: THE NEW BATCH (1990),Entertainment Memorabilia Live Auction 2018 Gremlin Marrionette Puppet,"£15,990","Sold on 31 Aug, 2018"
Sold Archive,props,IT CHAPTER TWO (2019),Entertainment Memorabilia Live Auction - London - 2022 Lot # 1029 - Hero Ritual of Chud Artefact,"£11,250","Sold on 26 Oct, 2022"
Add to cart,props,"TERMINAL, THE (2004)",Souvenir Photo Featuring Viktor (Tom Hanks),$395,
Add to cart,props,CHARLIE AND THE CHOCOLATE FACTORY (2005),Wilbur Wonka (Christopher Lee) Framed Newspaper Cutting – Wonder Wonka,£695,
Add to cart,props,L.A. CONFIDENTIAL (1997),"""Cohen Mob"" Newspaper Print",$745,
Sold Archive,props,TERMINATOR 2: JUDGMENT DAY (1991),Entertainment Memorabilia Live Auction - London - 2021 Full-size T-800 Endoskeleton,"£75,000","Sold on 25 Oct, 2021"
Add to cart,props,BETTER CALL SAUL (2015-2022),Werner Ziegler Trophy and Matchbook Coverings,$795,
Sold Archive,props,BRAVEHEART (1995),Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #81 - William Wallace's (Mel Gibson) Arm Guard with Five Arrow Tips,"$21,250","Sold on 30 May, 2023"
Sold Archive,props,"NATURAL, THE (1984)","Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 256 - Roy Hobbs' (Robert Redford) Screen-matched ""Wonderboy"" Baseball Bat","$137,500","Sold on 24 May, 2022"
Add to cart,props,BRIDESMAIDS (2011),Annie Walker's (Kristen Wiig) Cake Baby Check and Social Security Card,$595,
Add to cart,props,SERENITY (2005),Spiked Weapon,£395,
Sold Archive,props,TROY (2004),Entertainment Memorabilia Live Auction - London - 2020 Hector's (Eric Bana) Hero Sword,"£11,250","Sold on 12 Nov, 2020"
Add to cart,props,BETTER CALL SAUL (2015-2022),"Hamlin, Hamlin & McGill Accessories Set",$795,
Sold Archive,props,PREDATORS (2010),Hell-Hound Predator Dog Puppet,"$12,495","Sold on 18 Mar, 2015"
Sold Archive,props,BACK TO THE FUTURE PART II (1989),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 41 - Marty McFly's (Michael J. Fox) Hoverboard,"$106,250","Sold on 24 May, 2022"
Add to cart,props,BETTER CALL SAUL (2015-2022),"Davis & Main Mouse Pad, Pen, and Mug",$795,
Sold Archive,props,STAR WARS: THE EMPIRE STRIKES BACK (1980),Entertainment Memorabilia Live Auction - London - 2020 Hoth Rebel Trooper A295 Blaster Rifle,"£36,250","Sold on 30 Nov, 2020"
Sold Archive,props,GHOSTBUSTERS II (1989),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 135 - SFX Smoking Ghost Trap,"$87,500","Sold on 24 May, 2022"
Sold Archive,props,RUSH (2013),Entertainment Memorabilia Live Auction 2018 James Hunt's (Chris Hemsworth) Hesketh 308 F1 Car,"£12,300","Sold on 31 Aug, 2018"
Add to cart,props,"GAME PLAN, THE (2007)",Joe Kingman (Dwayne Johnson) Prop MVP Trophy,$425,
Add to cart,props,"ADJUSTMENT BUREAU, THE (2011)",Grey Adjustment Bureau Hat,£595,
Sold Archive,props,"AVENGERS, THE (1961-1969)",Entertainment Memorabilia Live Auction: London 2023 Lot #27 - John Steed's (Patrick Macnee) Bowler Hat with Macnee-autographed Photograph,"£12,500","Sold on 26 Oct, 2023"
Add to cart,props,SPACE ABOVE & BEYOND (1995-1996),Space Marine Grenade,£295,
Sold Archive,props,EDGE OF TOMORROW (2014),Entertainment Memorabilia Live Auction - London - 2022 Lot # 879 - Hero Exosuit Arm and Stunt Weapon,"£12,500","Sold on 1 Nov, 2022"
Sold Archive,props,CREEPSHOW (1982),Entertainment Memorabilia Live Auction 2017 Fluffy Costume and Display,"£42,700","Sold on 25 Sep, 2017"
Add to cart,props,"GOLDEN COMPASS, THE (2007)",Magisterium Coin Display,£395,
Sold Archive,props,BATTLESTAR GALACTICA (1978),Entertainment Memorabilia Live Auction - London - 2019 Eastern Alliance Destroyer Model Miniature,"£12,300","Sold on 17 Sep, 2019"
Add to cart,props,KINGDOM OF HEAVEN (2005),Muslim Soldier's Crescent Motif Shield,£395,
